repo_id,app,full_name,description,owner_id,default_branch,language,created_at,updated_at,pushed_at,size,stargazers,subscribers,is_fork,forks_count,open_issues,watchers,has_downloads,has_issues,has_pages,has_wiki,has_projects,git_url,clone_url,last_commit_sha,last_commit_date,last_commit_massage,last_commit_author,tests_count,has_junit,is_maven,classification
3329435,JSONassert,skyscreamer/JSONassert,Write JSON unit tests in less code. Great for testing REST interfaces.,697785,master,Java,2012-02-01T21:55:17Z,2020-11-26T03:24:17Z,2020-11-18T17:23:12Z,997,762,52,False,148,50,762,True,True,True,True,True,git://github.com/skyscreamer/JSONassert.git,https://github.com/skyscreamer/JSONassert.git,523009b2576b9f54ed78c6f4720fba87f79b1466,2020-11-18T17:23:11Z,Merge pull request #90 from jakob-o/feature/convenience-methods  Convenience methods for JSONObject comparison using  JSONComparator,GitHub,11,True,True,0.01926706201429404
1577604,jline2,jline/jline2,Jline 2.x,711075,master,Java,2011-04-06T14:53:44Z,2020-11-26T06:00:10Z,2020-10-12T18:56:53Z,3461,693,51,False,185,56,693,True,True,True,True,True,git://github.com/jline/jline2.git,https://github.com/jline/jline2.git,12b98d94589e3bd6a60719c495b0ab911c571329,2019-03-08T11:09:04Z,Fix ByteBuffer incompatibilities with jdk9; fixes #299,Guillaume Nodet,20,True,True,0.019091522785278092
114387,couchdb-lucene,rnewson/couchdb-lucene,Enables full-text searching of CouchDB documents using Lucene,47223,master,Java,2009-01-25T15:37:12Z,2020-10-10T07:59:44Z,2019-11-29T19:33:26Z,3588,755,35,False,143,78,755,True,True,True,False,True,git://github.com/rnewson/couchdb-lucene.git,https://github.com/rnewson/couchdb-lucene.git,b78ca1d58ac4ec4079e4356ea4e00ab54c636397,2019-11-29T19:32:02Z,update dependencies,Robert Newson,12,True,True,0.01897673342929838
3456296,spring-shell,spring-projects/spring-shell,Spring based interactive shell,317776,master,Java,2012-02-16T02:29:58Z,2020-11-23T20:03:38Z,2020-11-08T17:23:22Z,6335,466,68,False,321,89,466,True,True,True,True,True,git://github.com/spring-projects/spring-shell.git,https://github.com/spring-projects/spring-shell.git,296db93462eac8a9d6b10009a2e3f7b9fe22f5ad,2019-10-02T10:02:13Z,Fix typo,Eric Bottard,15,True,True,0.018958448754258964
4916824,cucumber-reporting,damianszczepanik/cucumber-reporting,HTML reports for Cucumber,9612911,master,Java,2012-07-05T23:20:43Z,2020-11-21T22:22:56Z,2020-11-22T14:45:51Z,22781,428,65,False,342,27,428,True,True,False,False,True,git://github.com/damianszczepanik/cucumber-reporting.git,https://github.com/damianszczepanik/cucumber-reporting.git,039da5874abd6d4f6c5ec33bf63f98a2bbc03859,2020-11-21T22:22:51Z,JUnit parameterized tests  Issue #973,GitHub,62,True,True,0.018881176252564327
6935442,isis,apache/isis,Apache Isis™ software is a framework for rapidly developing domain-driven apps in Java. Write your business logic in entities; domain services or view models; and the framework dynamically generates a representation of that domain model as a webapp or as a RESTful API. For prototyping or production.,47359,master,Java,2012-11-30T08:00:24Z,2020-11-30T16:20:01Z,2020-11-30T16:19:57Z,270461,580,60,False,246,4,580,True,False,False,False,True,git://github.com/apache/isis.git,https://github.com/apache/isis.git,b881d02064bfc68662939ef159f2c21b6b22c78b,2020-11-30T16:19:53Z,ISIS-2464: minor test cleanup,Andi Huber,381,True,True,0.01881667888659607
1911993,args4j,kohsuke/args4j,args4j,50003,master,Java,2011-06-17T16:17:14Z,2020-11-26T07:33:24Z,2020-10-13T10:06:45Z,7110,699,32,False,172,82,699,True,True,True,True,True,git://github.com/kohsuke/args4j.git,https://github.com/kohsuke/args4j.git,dc2e7e265caf15a1a146e3389c1f16a8781f06cf,2019-03-15T17:58:33Z,Fixed a broken link  For now; send them to archive.org.,GitHub,40,True,True,0.018802232142627197
8197357,jmeter-plugins,undera/jmeter-plugins,JMeter Plugins,2026469,master,Java,2013-02-14T10:17:40Z,2020-11-30T07:02:15Z,2020-11-27T06:43:19Z,22574,430,58,False,335,1,430,True,False,False,False,True,git://github.com/undera/jmeter-plugins.git,https://github.com/undera/jmeter-plugins.git,b7c1b2972006217176ba30361c9a05eaa543f933,2020-11-24T19:25:03Z,release pmgr 1.6,Andrey Pokhilko,217,True,True,0.018701726622181405
832680,maven-surefire,apache/maven-surefire,Apache Maven Surefire,47359,master,Java,2010-08-12T03:32:41Z,2020-11-20T14:23:41Z,2020-11-25T07:59:42Z,12857,296,41,False,414,18,296,True,False,False,False,True,git://github.com/apache/maven-surefire.git,https://github.com/apache/maven-surefire.git,52ec2773d168d35dcc681b184f72c1053a1b9f16,2020-11-18T08:27:29Z,[SUREFIRE-1857] JUnit 5 report does not contain assertion failure message,GitHub,650,True,True,0.0185832622435661
8312414,minimal-json,ralfstx/minimal-json,A fast and small JSON parser and writer for Java,255637,master,Java,2013-02-20T12:09:31Z,2020-12-01T18:11:51Z,2020-10-12T23:15:14Z,748,677,57,False,176,40,677,True,True,False,True,True,git://github.com/ralfstx/minimal-json.git,https://github.com/ralfstx/minimal-json.git,2e05cf49949e95bb16a1f21a8a4a9d8410e1c939,2018-05-18T13:10:26Z,Fix bug after JsonObject.remove()  JsonObject includes data structure for index lookup based on byte array. The remove method in this map did not work correctly for numbers greater than 127 due to missing signed to unsigned conversion. This could lead to IOOBE when calling remove() on JsonObject with more than 127 members.  Fix #97,Ralf Sternberg,17,True,True,0.018503521559296292
3564955,spatial4j,locationtech/spatial4j,LocationTech Spatial4j: A Geospatial Library for Java,1991411,master,Java,2012-02-27T21:22:30Z,2020-11-29T15:37:06Z,2020-11-28T05:15:05Z,14080,726,58,False,144,64,726,True,True,True,False,True,git://github.com/locationtech/spatial4j.git,https://github.com/locationtech/spatial4j.git,a662dcd4fac69abeb24a745c0f5c69569911b7ea,2020-11-28T05:14:59Z,devnotes.md updates  No JAR signing; just GPG signing. Use Maven's Release plugin more. No Eclipse  'Download ' to do.,David Smiley,32,True,True,0.01844995882309628
1513115,java-saml,onelogin/java-saml,Java SAML toolkit,263373,master,Java,2011-03-22T20:26:02Z,2020-11-25T22:54:54Z,2020-11-23T10:39:31Z,2022,439,58,False,321,19,439,True,True,True,True,True,git://github.com/onelogin/java-saml.git,https://github.com/onelogin/java-saml.git,3515c6498fc04fb200af7955f2692bfbc8d8b9d8,2020-11-23T10:39:30Z,Merge pull request #296 from onelogin/fix-injection  See #289 Fix SettingsBuilder build method in order to fix injectIntoSettings method,GitHub,16,True,True,0.018439018204047343
2176646,stripe-java,stripe/stripe-java,Java library for the Stripe API.,856813,master,Java,2011-08-09T00:06:31Z,2020-11-24T21:11:25Z,2020-11-24T17:05:04Z,82785,513,50,False,275,10,513,True,True,True,True,True,git://github.com/stripe/stripe-java.git,https://github.com/stripe/stripe-java.git,29f1f4cce16934f88c1719067819a8c7e3e466d1,2020-11-24T16:37:48Z,Bump version to 20.30.0,Remi Jannel,173,True,False,0.01843055774613497
3028163,togglz,togglz/togglz,Feature Flags for the Java platform,3795113,master,Java,2011-12-21T16:49:03Z,2020-11-27T16:08:24Z,2020-11-17T09:03:57Z,2376,629,38,False,203,64,629,True,True,False,True,True,git://github.com/togglz/togglz.git,https://github.com/togglz/togglz.git,94c0b71626d1196479822f382c25e946aa3e0712,2020-11-17T09:03:56Z,fix Spring Boot auto configuration declaration to include TogglzEndpointAutoConfiguration (in addition to TogglzAutoConfiguration) (#455) (#456),GitHub,87,True,True,0.018420661058711492
5308654,android-sdk,qiniu/android-sdk,Qiniu Resource (Cloud) Storage SDK for Android,1563636,master,Java,2012-08-06T01:34:03Z,2020-11-26T05:50:02Z,2020-11-24T08:56:16Z,4047,594,50,False,224,5,594,True,True,False,True,True,git://github.com/qiniu/android-sdk.git,https://github.com/qiniu/android-sdk.git,6f8069cab87597da9f0ae21a42e595eb0e1fd20a,2020-11-24T08:55:21Z,Update CHANGELOG.md,GitHub,46,True,False,0.018401103062595927
206362,commons-collections,apache/commons-collections,Mirror of Apache Commons Collections,47359,master,Java,2009-05-21T01:12:20Z,2020-11-27T19:48:13Z,2020-11-27T19:48:10Z,20198,456,76,False,307,17,456,True,False,False,False,True,git://github.com/apache/commons-collections.git,https://github.com/apache/commons-collections.git,f717078a2c05b253172fdd497146428f739f3f9f,2020-11-27T19:48:07Z,[COLLECTIONS-772] - Add private constructor to ArrayUtils; better Javadocs. #195,Gary Gregory,231,True,True,0.018330215134124132
8249948,owlapi,owlcs/owlapi,OWL API main repository,4671070,version5,Java,2013-02-17T11:51:14Z,2020-11-30T12:52:15Z,2020-11-14T21:34:34Z,142262,529,61,False,260,72,529,True,True,True,True,True,git://github.com/owlcs/owlapi.git,https://github.com/owlcs/owlapi.git,429b50ac82da2439b3509783398dfa15c58906cc,2020-11-14T21:21:36Z,Specify RioSetting values for Rio renderers #614,ignazio,18,True,True,0.01827138422662317
1001284,junit-quickcheck,pholser/junit-quickcheck,Property-based testing; JUnit-style,77261,master,Java,2010-10-18T22:33:36Z,2020-11-22T00:32:29Z,2020-11-22T03:19:58Z,21275,792,34,False,96,28,792,True,True,True,True,True,git://github.com/pholser/junit-quickcheck.git,https://github.com/pholser/junit-quickcheck.git,52d9930485024738efd9e3bfa3b930b2c3b173ad,2020-11-22T00:32:22Z,[maven-release-plugin] prepare for next development iteration,Paul Holser,260,True,True,0.018225328454848592
1626780,PermissionsEx,PEXPlugins/PermissionsEx,A powerful permissions plugin for Minecraft,1463908,master,Java,2011-04-17T16:04:00Z,2020-11-28T13:51:39Z,2020-11-24T12:13:56Z,6639,444,64,False,310,28,444,True,True,True,True,True,git://github.com/PEXPlugins/PermissionsEx.git,https://github.com/PEXPlugins/PermissionsEx.git,1fb88251108ae84a3ee973508e11d610c988d296,2020-11-24T10:13:22Z,build: Bump plugin versions,Zach Levis,17,True,False,0.018192753954994555
4640329,objectify,objectify/objectify,The simplest convenient interface to the Google Cloud Datastore,11547962,master,Java,2012-06-12T17:13:42Z,2020-11-21T15:06:27Z,2020-11-05T12:51:09Z,27402,693,60,False,154,136,693,True,True,False,True,True,git://github.com/objectify/objectify.git,https://github.com/objectify/objectify.git,585e97dc84b1fe5a0379781aa5a88c58651c1dcb,2020-08-31T19:56:32Z,[maven-release-plugin] prepare for next development iteration,Jeff Schnitzer,8,True,True,0.01812642207234886
7676364,phoenix,forcedotcom/phoenix,None,464563,master,Java,2013-01-17T23:11:59Z,2020-12-01T03:23:07Z,2014-02-05T20:23:17Z,168076,566,157,False,230,151,566,True,True,True,True,True,git://github.com/forcedotcom/phoenix.git,https://github.com/forcedotcom/phoenix.git,5e49d5f940f9dbd2538fb890f0cc6697068c74ac,2014-01-28T18:59:02Z,Update README.md,James Taylor,146,True,True,0.01804922803023135
2335594,checkstyle-idea,jshiell/checkstyle-idea,CheckStyle plug-in for IntelliJ IDEA,1030482,master,Java,2011-09-06T16:16:19Z,2020-11-27T15:01:25Z,2020-11-13T13:35:15Z,18984,721,30,False,130,60,721,True,True,False,False,False,git://github.com/jshiell/checkstyle-idea.git,https://github.com/jshiell/checkstyle-idea.git,bc0d1520568929a6dc49cadbd5f2eb699abbfd84,2020-11-13T13:35:01Z,Updated for next release,Jamie Shiell,29,True,False,0.01791791604559323
307476,twilio-java,twilio/twilio-java,A Java library for communicating with the Twilio REST API and generating TwiML.,109142,main,Java,2009-09-15T06:04:28Z,2020-11-26T18:40:51Z,2020-11-24T20:07:08Z,33611,367,82,False,346,11,367,True,True,False,False,False,git://github.com/twilio/twilio-java.git,https://github.com/twilio/twilio-java.git,441e17c1b0aa2f8a63b0a4cd7e82f7c61498a108,2020-11-23T21:33:03Z,feat: Regional support for access token (#602)  Co-authored-by: Elise Shanholtz <eshanholtz@twilio.com>,GitHub,471,True,True,0.017832177096705527
5792252,freeplane,freeplane/freeplane,None,2297188,1.8.x,Java,2012-09-13T08:55:51Z,2020-11-30T16:29:10Z,2020-11-30T16:29:07Z,197451,661,74,False,164,52,661,True,True,False,True,True,git://github.com/freeplane/freeplane.git,https://github.com/freeplane/freeplane.git,ae88e9259917a5c2e67553299804f9f203fbbdaa,2020-11-30T16:29:01Z,Translated using Weblate (Turkish)  Currently translated at 71.3% (1531 of 2146 strings),Hosted Weblate,36,True,False,0.01782212349012779
1397974,hppc,carrotsearch/hppc,High Performance Primitive Collections for Java,628611,master,Java,2011-02-22T15:14:20Z,2020-11-25T22:15:52Z,2020-11-24T13:23:32Z,45840,727,62,False,112,0,727,True,True,True,True,True,git://github.com/carrotsearch/hppc.git,https://github.com/carrotsearch/hppc.git,31f37be685cab0a8a89e1e23299279b8b3437b0a,2020-11-24T13:23:32Z,Add a node about ticket system on github.,GitHub,27,True,False,0.01747296399763117
1273791,kuromoji,atilika/kuromoji,Kuromoji is a self-contained and very easy to use Japanese morphological analyzer designed for search,572158,master,Java,2011-01-20T06:23:21Z,2020-11-26T23:36:44Z,2019-09-23T02:13:10Z,5762,725,67,False,113,22,725,True,True,False,False,True,git://github.com/atilika/kuromoji.git,https://github.com/atilika/kuromoji.git,e18ff911fdea0a93c92ec600dc6e123df363fa52,2019-09-23T02:13:04Z,Update JDK versions,Christian Moen,47,True,True,0.01746561994164069
3532660,sbt-android,scala-android/sbt-android,An easy-to-use sbt plugin for working with all Android projects,16601513,master,Java,2012-02-24T04:11:36Z,2020-11-24T11:42:19Z,2020-10-01T11:59:43Z,9620,747,58,False,97,19,747,True,True,False,True,True,git://github.com/scala-android/sbt-android.git,https://github.com/scala-android/sbt-android.git,280b0dd29584d164bfc3aa4289c9907e03b38ae5,2019-10-18T20:27:53Z,fix travis (#332)  * fix travis    https://stackoverflow.com/questions/28751111/invalid-abi-armeabi-v7a-for-the-selected-target-with-google-apis    https://github.com/travis-ci/travis-ci/issues/8188    https://stackoverflow.com/questions/40272884/running-android-emulator-with-noaudio-option-returns-qemu-system-i386-exe-au    https://forums.adobe.com/thread/2538952    https://github.com/infinitered/ignite/issues/1097    * Fix travis CI    * Travis badge :tada:    * Travis Cache fix    * Travis Cache fix; 2,Perry,19,True,False,0.017390743152224792
2813264,ps3mediaserver,ps3mediaserver/ps3mediaserver,PS3 Media Server is a cross-platform DLNA-compliant UPnP Media Server. Originally written to support the PlayStation 3; PS3 Media Server has been expanded to support a range of other media renderers; including smartphones; televisions; music players and more.,878930,master,Java,2011-11-20T10:40:40Z,2020-11-23T11:17:33Z,2017-07-13T06:15:13Z,29048,530,102,False,231,24,530,True,True,False,False,True,git://github.com/ps3mediaserver/ps3mediaserver.git,https://github.com/ps3mediaserver/ps3mediaserver.git,348ff78a17ab0a207b85ce7d73a468d852011fc4,2017-07-13T06:15:13Z,Add deprecation warning,GitHub,18,True,True,0.017387786244344755
1374129,basex,BaseXdb/basex,BaseX Main Repository.,621314,master,Java,2011-02-16T15:02:14Z,2020-11-27T22:03:12Z,2020-11-25T13:03:48Z,112674,495,63,False,252,31,495,True,True,True,True,True,git://github.com/BaseXdb/basex.git,https://github.com/BaseXdb/basex.git,ecdd7b2be0cf1852e78fdaaa7eabf7ca28415b97,2020-11-25T13:03:39Z,[FIX] XQuery; xquery:eval: do not output compilation info,Christian Grün,240,True,True,0.017368228248229187
6574803,NetCipher,guardianproject/NetCipher,mirror of https://gitlab.com/guardianproject/NetCipher/,218109,master,Java,2012-11-07T06:08:49Z,2020-11-27T21:16:44Z,2020-11-30T20:17:27Z,10471,588,59,False,189,2,588,True,False,True,False,True,git://github.com/guardianproject/NetCipher.git,https://github.com/guardianproject/NetCipher.git,6088a613aa4cfcf8fa3860d37d337612bb747d7c,2019-11-30T12:35:28Z,gitlab-ci: disable test suites that only work in Android Studio  It seems that there is a crasher bug in how gradle runs the test suites; while they work fine in Android Studio.  https://gitlab.com/guardianproject/NetCipher/issues/8#note_252648372,Hans-Christoph Steiner,10,True,False,0.017196044214259618
185026,fred,freenet/fred,Freenet REference Daemon,77513,next,Java,2009-04-25T01:00:27Z,2020-11-27T10:38:15Z,2020-11-25T17:29:40Z,55671,629,86,False,163,40,629,True,False,True,False,True,git://github.com/freenet/fred.git,https://github.com/freenet/fred.git,5ba6a96962edb847337fb58140648119816e74a2,2020-11-08T00:00:47Z,Build 1488  See tag for changelog.,Arne Babenhauserheide (freenet releases),154,True,False,0.017175369816222155
2057742,multibit,Multibit-Legacy/multibit,Deprecated Bitcoin Wallet,29645007,master,Java,2011-07-16T12:03:59Z,2020-11-25T17:39:58Z,2020-10-13T10:04:01Z,148439,374,64,False,319,70,374,True,True,False,True,True,git://github.com/Multibit-Legacy/multibit.git,https://github.com/Multibit-Legacy/multibit.git,21e2e9d653d291a7dc36d21b6fc14b2a0da48985,2017-07-26T17:47:50Z,Update README.md,GitHub,30,True,True,0.017126272687709717
1480066,cloudhopper-smpp,twitter-archive/cloudhopper-smpp,Efficient; scalable; and flexible Java implementation of the Short Messaging Peer to Peer Protocol (SMPP),5313303,master,Java,2011-03-14T21:03:59Z,2020-10-15T15:54:44Z,2020-10-12T22:27:10Z,2006,373,175,False,314,33,373,True,True,False,True,True,git://github.com/twitter-archive/cloudhopper-smpp.git,https://github.com/twitter-archive/cloudhopper-smpp.git,193d1c4edffe634371e7663a36b313c23b9e1cd5,2015-11-24T22:42:28Z,PROJECT MOVED TO https://github.com/fizzed/cloudhopper-smpp,Joe Lauer,14,True,True,0.016951373113872195
4052581,jade4j,neuland/jade4j,a pug implementation written in Java (formerly known as jade),400140,master,Java,2012-04-17T13:11:56Z,2020-11-23T14:35:02Z,2020-10-13T07:42:42Z,2550,690,56,False,118,7,690,True,True,False,False,True,git://github.com/neuland/jade4j.git,https://github.com/neuland/jade4j.git,aab6626439c2dd02d7f7e34020d62af7190092fd,2020-09-21T09:15:35Z,Add pug4j information,Christoph Blömer,35,True,True,0.016947945448529386
606956,bnd,bndtools/bnd,Bnd/Bndtools.  Tooling to build OSGi bundles including Eclipse; Maven; and Gradle plugins.,1130828,master,Java,2010-04-12T17:30:15Z,2020-11-20T21:56:20Z,2020-11-24T08:21:42Z,710863,438,43,False,267,84,438,True,True,True,True,True,git://github.com/bndtools/bnd.git,https://github.com/bndtools/bnd.git,a00db24d6526bbacd2d81700de2c3c9cb8e5001a,2020-11-20T21:56:16Z,Merge pull request #4428 from bjhargrave/nojunit-env  build: Provide general purpose means to disable tests from env vars,GitHub,420,True,True,0.01673863685816038
4661744,core-geonetwork,geonetwork/core-geonetwork,GeoNetwork repository,1842442,master,Java,2012-06-14T09:59:55Z,2020-11-27T09:47:48Z,2020-11-27T18:53:58Z,282429,244,66,False,386,942,244,True,True,False,True,True,git://github.com/geonetwork/core-geonetwork.git,https://github.com/geonetwork/core-geonetwork.git,1f26953e340214ca45366ba77e721c920c3b8280,2020-11-27T09:47:42Z,Fix null group bug if attempting to publish sample data.,François Prunayre,317,True,True,0.016711173610453038
8206054,ashley,libgdx/ashley,A Java entity system inspired by Ash & Artemis.,509841,master,Java,2013-02-14T19:31:07Z,2020-11-30T06:05:09Z,2020-11-05T13:53:17Z,8860,656,86,False,131,15,656,True,True,False,True,True,git://github.com/libgdx/ashley.git,https://github.com/libgdx/ashley.git,d4dc6d4f9c7f6bd8291625b8633b53a105c1ea8b,2020-11-05T13:48:20Z,Fix bag set (#294)  * fixed bug causing items not to be removed because of incorrect size    * added unit test    Co-authored-by: William Shakour (billy1380) <william.shakour@gmail.com>,GitHub,11,True,False,0.016698567372442307
65833,platform_dalvik,aosp-mirror/platform_dalvik,None,30177,master,Java,2008-10-21T18:19:57Z,2020-11-18T04:17:47Z,2018-09-05T19:13:26Z,48261,433,83,False,259,0,433,True,False,False,False,False,git://github.com/aosp-mirror/platform_dalvik.git,https://github.com/aosp-mirror/platform_dalvik.git,566e171bb494c1a7dc3dffc93c104a6deb36f774,2020-10-08T23:52:21Z,Skip ab/6749736 in stage.  Merged-In: If91d52bca496745c61f3bbaf0bbd4d011350e065 Change-Id: I2d038114bbd5879c1cfb9322f2502468b83279a8,Xin Li,22,True,False,0.016393387767030733
2838470,Prefuse,prefuse/Prefuse,Prefuse is a set of software tools for creating rich interactive data visualizations in the Java programming language. Prefuse supports a rich set of features for data modeling; visualization; and interaction. It provides optimized data structures for tables; graphs; and trees; a host of layout and visual encoding techniques; and support for animation; dynamic queries; integrated search; and database connectivity.,354380,master,Java,2011-11-23T19:47:27Z,2020-11-10T09:18:28Z,2020-05-31T22:43:23Z,4245,524,85,False,202,19,524,True,True,False,True,True,git://github.com/prefuse/Prefuse.git,https://github.com/prefuse/Prefuse.git,54377ec33e2027b16ab877ef303c9b4eb67c3092,2019-07-02T21:09:30Z,Format & update of prefuse resources in READMEs,GitHub,19,True,False,0.01636952108238185
4213137,groovy-eclipse,groovy/groovy-eclipse,Groovy-Eclipse,64846,master,Java,2012-05-03T11:11:18Z,2020-11-28T19:20:06Z,2020-11-28T19:20:03Z,1196959,561,53,False,178,65,561,True,True,False,True,True,git://github.com/groovy/groovy-eclipse.git,https://github.com/groovy/groovy-eclipse.git,376c401536340cfd3e69fcc5becd4afee6cebdb4,2020-11-28T19:19:51Z,added notes,Eric Milles,1692,True,True,0.01633415857236343
873385,iText-4.2.0,ymasory/iText-4.2.0,Mirror of last LGPL/MPL iText release. NOTE: this is an static mirror of a project that changed licenses. No pull requests :(,237542,master,Java,2010-08-30T22:28:18Z,2020-11-18T06:05:50Z,2017-01-31T13:59:29Z,14668,170,21,False,419,2,170,True,True,True,False,True,git://github.com/ymasory/iText-4.2.0.git,https://github.com/ymasory/iText-4.2.0.git,1c4576857d9db79efe7d058d13b173007899f4f7,2013-05-24T21:20:24Z,Update README.md,Yuvi Masory,19,True,True,0.016314914414556375
6833345,nailgun,facebook/nailgun,Nailgun is a client; protocol; and server for running Java programs from the command line without incurring the JVM startup overhead.,69631,master,Java,2012-11-23T21:28:43Z,2020-11-30T22:20:02Z,2020-11-19T20:31:14Z,5471,650,30,False,122,25,650,True,True,False,False,True,git://github.com/facebook/nailgun.git,https://github.com/facebook/nailgun.git,63c608964a35537f0c2d08d0f789f536e14bb1ad,2020-11-19T20:31:13Z,Merge pull request #198 from xavierd/patch-1  No busy looping in select on Windows,GitHub,5,True,True,0.016302947831724066
5003951,polyglot-maven,takari/polyglot-maven,Support alternative markup for Apache Maven POM files,5817845,master,Java,2012-07-12T13:51:37Z,2020-11-18T20:20:12Z,2020-10-30T20:20:37Z,2151,725,56,False,75,39,725,True,True,False,False,False,git://github.com/takari/polyglot-maven.git,https://github.com/takari/polyglot-maven.git,d204e38db3995cc7fdc2b2bd2724c6dba6932429,2020-09-24T04:38:15Z,Kotlin 1.4.0 upgrade,Jason van Zyl,25,True,True,0.01628259326127582
1765693,cometd,cometd/cometd,The CometD project; a scalable comet (server push) implementation for web messaging.,747846,5.0.x,Java,2011-05-18T11:55:11Z,2020-11-27T07:05:54Z,2020-11-24T22:08:48Z,20901,516,56,False,204,44,516,True,True,False,False,True,git://github.com/cometd/cometd.git,https://github.com/cometd/cometd.git,502ab5bd830e761f4340a5d5fb6924bc743c5d04,2020-11-24T22:08:16Z,Updated GraalVM dependency.  Signed-off-by: Simone Bordet <simone.bordet@gmail.com>,Simone Bordet,223,True,True,0.016277880296295465
2144321,maven-plugins,github/maven-plugins,Official GitHub Maven Plugins,9919,master,Java,2011-08-02T18:39:39Z,2020-10-30T12:42:58Z,2017-05-18T19:02:42Z,1641,554,160,False,180,72,554,True,True,True,True,True,git://github.com/github/maven-plugins.git,https://github.com/github/maven-plugins.git,8d6d49393d1453be709ecc4cfe87f41f2081f5c5,2015-07-11T08:43:45Z,Merge pull request #94 from adriens/master  Upgrade site-maven-plugin to 0.12,Clement Escoffier,6,True,True,0.016261755954803402
5168907,intellij-erlang,ignatov/intellij-erlang,Erlang IDE,426890,master,Java,2012-07-24T17:41:30Z,2020-11-29T02:27:56Z,2020-11-17T08:57:20Z,70436,670,54,False,108,204,670,True,True,True,True,True,git://github.com/ignatov/intellij-erlang.git,https://github.com/ignatov/intellij-erlang.git,8eb5f46096284707776a0e4b4594e86a57ee2df5,2020-11-15T21:04:41Z,Quote record field completions if necessary,Sergey Ignatov,69,True,False,0.016251859267379924
2782691,SalesforceMobileSDK-Android,forcedotcom/SalesforceMobileSDK-Android,Android SDK for Salesforce,464563,dev,Java,2011-11-15T19:35:05Z,2020-11-20T18:12:36Z,2020-11-25T05:57:02Z,72189,275,63,False,350,9,275,True,True,True,True,True,git://github.com/forcedotcom/SalesforceMobileSDK-Android.git,https://github.com/forcedotcom/SalesforceMobileSDK-Android.git,d019b92e6d323b8bf716c036d5b8ea3395d10002,2020-11-10T18:30:29Z,Merge pull request #2140 from brandonpage/rn-0.63.3  Bump React Native to 0.63.3.,GitHub,81,True,False,0.01618679471652968
3981299,unfolding,tillnagel/unfolding,A library to create interactive maps and geovisualizations in Processing and Java,908847,master,Java,2012-04-10T10:51:02Z,2020-11-24T22:48:23Z,2019-12-20T02:39:19Z,88497,440,54,False,248,55,440,True,True,True,True,True,git://github.com/tillnagel/unfolding.git,https://github.com/tillnagel/unfolding.git,1e82a082810a82369cdee50d8da98ebae746a833,2019-12-10T11:04:32Z,Added clearAllMarkers,Till Nagel,7,True,False,0.01618559985503066
1866914,AndroidBillingLibrary,robotmedia/AndroidBillingLibrary,Android Market In-app Billing Library,540428,master,Java,2011-06-08T18:33:13Z,2020-11-04T15:20:56Z,2014-10-18T05:13:00Z,756,540,74,False,186,33,540,True,True,False,True,True,git://github.com/robotmedia/AndroidBillingLibrary.git,https://github.com/robotmedia/AndroidBillingLibrary.git,fc637bb2ed9d0c864e1b918f9b604fb140104f6d,2014-10-18T05:13:00Z,Mention v2 shut down,Hermes Pique,10,True,False,0.016179215281807813
5668425,Gaea,58code/Gaea,58.com跨平台高性能高可用中间层服务框架,2275712,master,Java,2012-09-04T06:34:44Z,2020-11-30T20:47:07Z,2015-09-01T06:55:09Z,45426,386,93,False,281,6,386,True,True,False,True,True,git://github.com/58code/Gaea.git,https://github.com/58code/Gaea.git,507000f075c449a998077d97cb1fe4ea5fa3e908,2015-03-05T02:59:26Z,Merge pull request #6 from le284/master  server编译出错,le284,46,True,True,0.016174104029661122
1163555,github-plugin,jenkinsci/github-plugin,Jenkins GitHub plugin,107424,master,Java,2010-12-13T05:35:14Z,2020-11-24T09:09:41Z,2020-11-19T17:05:38Z,1516,258,134,False,360,19,258,True,False,False,False,True,git://github.com/jenkinsci/github-plugin.git,https://github.com/jenkinsci/github-plugin.git,e394f772e20e1c31f8a4efbe7a134aed2db1a39b,2020-10-31T00:23:21Z,[maven-release-plugin] prepare for next development iteration,Kanstantsin Shautsou,45,True,True,0.01617106866220396
758323,android_packages_apps_Camera,CyanogenMod/android_packages_apps_Camera,Camera app for Android,317721,cm-10.2,Java,2010-07-05T19:25:28Z,2020-11-24T04:59:17Z,2015-03-10T18:49:18Z,62604,303,44,False,331,0,303,False,False,False,False,True,git://github.com/CyanogenMod/android_packages_apps_Camera.git,https://github.com/CyanogenMod/android_packages_apps_Camera.git,4d28e5e2b1e9efbac8a8a3c34e20927d8243749c,2013-08-04T21:39:58Z,Camera: NL translation  Change-Id: I75082f614cb95312067f561694343343dc83df18,Eddy Witkamp,6,True,False,0.016133950095085222
4723952,sonar-objective-c,octo-technology/sonar-objective-c,Sonar Plugin for Objective C,180600,master,Java,2012-06-20T08:29:00Z,2020-11-09T13:32:41Z,2020-10-13T06:47:02Z,338,497,57,False,209,72,497,True,True,False,True,True,git://github.com/octo-technology/sonar-objective-c.git,https://github.com/octo-technology/sonar-objective-c.git,c1c73fc65bea98f7059a55e9339101e573192450,2015-01-29T22:12:32Z,Update README for 0.4.0 release,cyrilpicat,10,True,True,0.016068016499605865
